Berceuse Astrale (Bonus Track), 0.172 0.399 0.0839 -15.588
Koto, 0.76 0.819 0.131 -3.321
Redbone, 0.743 0.344 0.577 -11.174
Throne, 0.425 0.882 0.399 -3.71
Motion Sickness, 0.651 0.546 0.623 -9.021
the world could end with you, 0.561 0.429 0.171 -10.076
Isolate, 0.456 0.453 0.479 -13.119
Tequila Shots, 0.712 0.556 0.22 -7.214
Good Without, 0.616 0.576 0.269 -5.495
One Dance, 0.792 0.625 0.37 -5.609
Confusion, 0.589 0.604 0.541 -6.592
Still Be Friends (feat. Tory Lanez & Tyga), 0.803 0.759 0.284 -4.692
The Shift and Cascade, 0.285 0.086 0.0547 -20.083
golden hour, 0.515 0.593 0.153 -4.801
Off, 0.452 0.484 0.136 -8.836
Freezing Moon, 0.168 0.974 0.0943 -9.116
Unrestrained, 0.461 0.977 0.165 -3.683
Chaina Meye, 0.88 0.513 0.661 -6.415
Fine China, 0.656 0.542 0.551 -7.358
カタオモイ, 0.621 0.533 0.791 -5.974
X2Y, 0.46 0.931 0.217 -3.589
My Harf Is Unknown, 0.249 0.0543 0.0866 -21.344
Got It, 0.623 0.843 0.433 -4.857
Your face, 0.549 0.761 0.326 -7.489
Icarus., 0.513 0.505 0.699 -9.368
Let Somebody Go, 0.592 0.342 0.155 -8.93
Cast the First Stone, 0.251 0.953 0.0994 -4.442
Shey Ki Jane - Lofi Remix, 0.684 0.523 0.0935 -10.699
We Appreciate Power, 0.54 0.926 0.446 -2.977
Rise Up, 0.398 0.316 0.174 -7.031
Summertime Sadness, 0.565 0.647 0.216 -6.789
Biborno Shorstha, 0.438 0.671 0.266 -9.364
Feeling Good, 0.535 0.548 0.477 -6.51
Close To You, 0.494 0.17 0.145 -11.368
rewind, 0.446 0.783 0.396 -5.454
City Of Dreams (feat. Chris Brown), 0.844 0.659 0.663 -5.741
Streets, 0.749 0.463 0.189 -8.433
Stuck In A Dream (feat. Gunna), 0.748 0.648 0.726 -6.445
Stepdad, 0.779 0.805 0.556 -3.121
Her Ghost in the Fog, 0.379 0.996 0.0386 -3.023
Black Hole Sun, 0.35 0.828 0.147 -5.373
Baby, 0.78 0.89 0.805 -5.052
Forced Gender Reassignment, 0.345 0.975 0.164 -3.573
Açaí Bowl, 0.687 0.439 0.352 -8.347
Psychosilencer, 0.232 0.992 0.124 -3.221
U Are My High (with Future), 0.602 0.824 0.442 -4.087
See Me Fall - Y2K Remix, 0.625 0.829 0.131 -5.221
Ayna - Lofi Remix, 0.457 0.404 0.2 -11.142
Gobhire, 0.723 0.397 0.419 -10.563
The reason why, 0.453 0.599 0.202 -5.667
Evil Twin, 0.638 0.909 0.758 -4.787
HIGHEST IN THE ROOM, 0.598 0.427 0.0605 -8.764
Outnumbering the Day, 0.411 0.979 0.303 -3.78
Atrocity Deeds, 0.295 0.947 0.263 -4.8
Reckoner, 0.523 0.656 0.214 -7.441
I Can't Make You Love Me, 0.588 0.149 0.113 -16.728
Comfortably Numb, 0.472 0.366 0.171 -12.595
Godzilla (feat. Juice WRLD), 0.808 0.745 0.829 -5.26
Runnin, 0.819 0.626 0.415 -4.574
I Hate U, 0.535 0.388 0.412 -9.805
Rock with you, 0.621 0.816 0.694 -5.242
Brainless, 0.714 0.936 0.586 -1.442
Bruuuh (with Denzel Curry) - Remix, 0.813 0.621 0.377 -9.273
Agora Hills, 0.75 0.674 0.392 -6.128
Stranger, 0.324 0.822 0.2 -6.051
Riptide, 0.484 0.731 0.51 -6.694
The Adventures of Moon Man & Slim Shady (with Eminem), 0.88 0.787 0.588 -5.189
Meghomilon (Slow), 0.501 0.308 0.321 -10.47
Good Morning, 0.639 0.925 0.626 -2.263
Going Through Changes, 0.69 0.892 0.343 -4.09
She is a Fire, 0.277 0.965 0.107 -6.231
Seduction, 0.451 0.847 0.491 -4.384
Stan, 0.781 0.74 0.527 -5.065
Gonojowar, 0.287 0.879 0.384 -5.461
Armed and Dangerous, 0.65 0.69 0.549 -5.694
The Setup, 0.365 0.73 0.223 -7.09
Tender, 0.587 0.566 0.528 -9.932
Lucky You (feat. Joyner Lucas), 0.876 0.786 0.575 -4.884
Headlights, 0.691 0.795 0.47 -3.654
Lost Boy, 0.71 0.0565 0.348 -15.099
Firiye Dao, 0.664 0.888 0.849 -8.492
Abar Hashimukh, 0.383 0.604 0.302 -7.829
_WORLD, 0.709 0.809 0.788 -3.198
18, 0.681 0.582 0.221 -7.76
Just Don't Give A Fuck, 0.553 0.904 0.701 -3.686
Cherry Soda, 0.665 0.7 0.342 -10.86
Me & My Friends, 0.652 0.526 0.411 -11.804
Mine, 0.71 0.789 0.717 -3.874
go, 0.663 0.251 0.528 -9.87
You Had Your Soul With You, 0.521 0.777 0.276 -5.824
Neel Shohore Brishti - Karagar Version, 0.281 0.442 0.37 -10.479
Rot, 0.0706 0.764 0.167 -6.428
Autumn Outside The Post Office - 2014 Version, 0.466 0.165 0.332 -8.957
Crusader of the Seventh Circle, 0.109 0.977 0.098 -4.55
Energetic, 0.714 0.886 0.752 -3.076
From the Nothingness, 0.385 0.83 0.0658 -6.943
Fading Light, 0.186 0.409 0.0565 -10.797
COOLER THAN A BITCH (feat. Roddy Ricch), 0.837 0.586 0.618 -8.521
Imagine - Remastered 2010, 0.547 0.257 0.169 -12.358
Double Fantasy (with Future), 0.613 0.573 0.124 -7.277
The Legacy of a Malignant Narcissist, 0.464 0.973 0.186 -4.366
Tar Lungs, 0.496 0.542 0.0936 -11.244
Room Shaker, 0.746 0.97 0.514 -7.774
The Crimson Swirl, 0.281 0.945 0.173 -5.722
Possessed by Satan, 0.194 0.998 0.0373 -8.982
The Chain - 2004 Remaster, 0.545 0.67 0.481 -8.81
Love You Better, 0.766 0.579 0.591 -4.256
We All Become (feat. Ashley Barrett), 0.411 0.581 0.111 -6.237
Shotto Mithey, 0.344 0.765 0.196 -5.005
Anti-Tank (Dead Armour), 0.444 0.871 0.456 -7.489
Fear Inoculum, 0.31 0.584 0.16 -10.091
Faded - Instrumental, 0.75 0.617 0.108 -6.725
Hey Thursday, 0.74 0.498 0.662 -8.536
Backwards In My Head, 0.694 0.571 0.531 -9.518
Superman, 0.803 0.757 0.623 -3.212
Elevator, 0.796 0.793 0.556 -3.911
Deja Vu, 0.7 0.873 0.571 -1.88
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee,  NAV  feat. A Boogie Wit da Hoodie)" 0.0 0.537
Obuj Valobasha, 0.504 0.521 0.558 -8.735
グレースノート, 0.524 0.665 0.323 -4.735
The Sound of Silence, 0.531 0.217 0.34 -13.883
Clandestine Ways (Krokodil Rot), 0.301 0.97 0.211 -3.548
give it back, 0.484 0.578 0.37 -5.612
Nina, 0.575 0.798 0.602 -9.687
Shomorpon, 0.606 0.779 0.931 -5.721
Chicago Freestyle (feat. Giveon), 0.735 0.449 0.0397 -7.507
Demon in Heaven, 0.373 0.924 0.0938 -7.159
白日, 0.599 0.891 0.694 -3.242
Tu hai kahan, 0.708 0.356 0.569 -9.738
loose ends, 0.44 0.934 0.367 -5.672
Who Are You (Feat. SEULGI of Red Velvet), 0.729 0.709 0.525 -5.218
Biprotip, 0.438 0.878 0.141 -6.552
Bullet With My Name On It, 0.78 0.586 0.243 -6.085
優しい彗星, 0.707 0.709 0.59 -4.293
Crystal Skies, 0.233 0.24 0.0337 -14.795
Lonesome, 0.606 0.336 0.368 -11.04
Company, 0.501 0.329 0.4 -10.978
Bubbly, 0.697 0.474 0.249 -6.663
My Dad's Gone Crazy, 0.742 0.697 0.699 -5.055
Light Switch, 0.689 0.627 0.905 -5.692
Purity Through Indulgence, 0.264 0.976 0.034 -5.219
Bhindeshi Tara, 0.543 0.148 0.376 -11.755
Cleanin' Out My Closet, 0.908 0.758 0.87 -4.753
Toosie Slide, 0.834 0.454 0.837 -9.75
Stay With Me, 0.413 0.42 0.185 -6.444
Running in the 90s, 0.391 0.948 0.237 -6.187
Fuck You, 0.617 0.557 0.355 -5.931
Sandstorm, 0.528 0.965 0.587 -7.984
Creep On Me, 0.449 0.597 0.505 -4.401
2 + 2 = 5, 0.442 0.717 0.386 -5.498
i rest my case, 0.933 0.542 0.661 -8.703
マリーゴールド, 0.545 0.745 0.413 -3.098
Lamb of the Seven Sins, 0.39 0.891 0.0624 -5.318
bad guy, 0.701 0.425 0.562 -10.965
Road Head, 0.54 0.674 0.165 -8.734
Enemy - From the series Arcane League of Legends, 0.722 0.745 0.52 -4.164
The Left Hand of Baphomet, 0.366 0.975 0.0454 -4.108
Until There Is No End, 0.572 0.77 0.108 -6.621
Necromancy, 0.318 0.872 0.586 -7.775
Theophobia, 0.374 0.681 0.331 -3.956
Let's Get It On, 0.539 0.599 0.636 -10.638
"i hate u,  i love u (feat. olivia o'brien)" 0.492 0.101 6
Sunshine, 0.762 0.624 0.488 -6.299
Matir Roud, 0.559 0.698 0.398 -6.04
高嶺の花子さん, 0.54 0.923 0.343 -2.838
David Redux, 0.361 0.442 0.043 -12.934
Sleepsong, 0.215 0.22 0.0394 -13.078
Send And Receive, 0.558 0.491 0.287 -14.688
I Got You, 0.604 0.466 0.499 -10.093
Tera Woh Pyar (Nawazishein Karam), 0.317 0.611 0.422 -5.27
Yours, 0.488 0.427 0.157 -7.383
No Peace, 0.662 0.542 0.153 -8.11
Rahur Grash, 0.437 0.88 0.494 -7.3
Koto - Koto Lazy Syrup Orchestra & Waspy [Remix], 0.679 0.733 0.253 -7.587
"Lit (From ""A Silent Voice"")", 0.297 0.142 0.0427 -18.229
DUCKWORTH., 0.552 0.731 0.632 -6.873
What Do I Call You, 0.75 0.586 0.835 -4.639
CAN'T SAY, 0.702 0.708 0.713 -5.366
Primordial Lineage, 0.0754 0.854 0.119 -11.825
Cinderella Man, 0.682 0.908 0.673 -3.433
Pal Mal, 0.756 0.715 0.32 -7.015
Untitled #4 (Njósnavélin), 0.219 0.423 0.106 -11.832
Hold Back The River, 0.715 0.715 0.507 -7.364
Deyalghori, 0.32 0.611 0.347 -9.594
Nirban, 0.635 0.346 0.403 -9.232
Seeing Things Hearing Things, 0.537 0.0746 0.0517 -24.024
Rest, 0.58 0.548 0.0905 -12.527
Party Girl, 0.728 0.431 0.629 -9.966
Dekhechi Rupsagore, 0.75 0.341 0.359 -10.052
Do I Wanna Know?, 0.548 0.532 0.405 -7.596
"Another Brick In The Wall,  Pt. 2 - 2011 Remastered Version" 0.693 0.503 0
Between Us (feat. 21 Savage), 0.673 0.554 0.0774 -7.071
Shesh Kanna - Lofi Remix, 0.523 0.505 0.126 -10.73
SLOW DANCING IN THE DARK, 0.515 0.479 0.284 -7.458
Talkin’ 2 Myself, 0.398 0.962 0.5 -2.177
David, 0.168 0.214 0.0339 -25.141
arms, 0.463 0.755 0.252 -7.244
Covenant of Satan Predators, 0.254 0.966 0.249 -5.974
No Half Measures, 0.438 0.992 0.0399 -2.935
Northern Chaos Gods, 0.325 0.98 0.0378 -6.586
Youngblood, 0.597 0.854 0.152 -5.114
Blooming Story (Feat. Jo Hae Jin), 0.501 0.541 0.321 -8.804
Khoye Jawa Chaad, 0.362 0.725 0.351 -8.789
94 Bentley, 0.706 0.558 0.212 -5.253
Not Alike (feat. Royce Da 5'9), 0.904 0.756 0.342 -3.746
Magnolia, 0.791 0.582 0.443 -7.323
Stay, 0.319 0.821 0.236 -10.898
In My Land I Was A Snake, 0.239 0.995 0.122 -2.942
Hall of Fame (feat. will.i.am), 0.421 0.873 0.629 -4.343
Kilby Girl, 0.45 0.794 0.362 -5.015
Conceived for Incest, 0.233 0.959 0.0824 -5.679
ZEZE (feat. Travis Scott & Offset), 0.861 0.603 0.504 -5.788
花, 0.769 0.716 0.66 -8.203
MET GALA, 0.873 0.577 0.956 -9.151
Exceeder - Original Mix, 0.78 0.789 0.541 -6.907
Say Goodbye Hollywood, 0.743 0.679 0.669 -5.064
Bondho Janala, 0.613 0.621 0.795 -8.566
Walk This Way, 0.653 0.73 0.894 -10.613
Mount Sinai, 0.84 0.444 0.376 -10.58
Karma Police, 0.36 0.501 0.324 -9.129
Lost in the Fire (feat. The Weeknd), 0.658 0.671 0.165 -12.21
Lithium, 0.678 0.656 0.485 -6.41
The Darkest Gate, 0.436 0.973 0.0457 -3.997
Foresworn, 0.43 0.974 0.187 -3.201
Black Crow on a Tombstone, 0.629 0.914 0.322 -5.199
Strings, 0.599 0.624 0.44 -6.119
flashback memory plug, 0.183 0.392 0.256 -10.381
Forever, 0.457 0.906 0.54 -2.278
The Nights, 0.527 0.835 0.654 -5.298
"What Is Love - 7"" Mix", 0.683 0.772 0.737 -7.907
#3, 0.167 0.071 0.0613 -27.108
Psycho (feat. Ty Dolla $ign), 0.75 0.56 0.459 -8.094
The Heart's Filthy Lesson, 0.568 0.796 0.395 -8.294
Get You (feat. Kali Uchis), 0.714 0.544 0.445 -8.871
Bhulo Na, 0.652 0.331 0.153 -12.424
Behind Blue Eyes, 0.394 0.622 0.342 -8.258
Lace It (with Eminem & benny blanco), 0.773 0.597 0.305 -7.138
Ure Chole Jay, 0.54 0.774 0.506 -6.679
サンキュー！！, 0.747 0.915 0.677 -5.977
O Bondhu Lal Gulapi (feat. Rizvi), 0.683 0.748 0.964 -6.637
The Best Part of Life, 0.393 0.724 0.147 -5.54
One Way Street, 0.58 0.456 0.383 -12.376
Currents, 0.327 0.618 0.0392 -7.663
Hang, 0.328 0.478 0.0386 -7.703
I Started A Joke, 0.309 0.254 0.374 -17.847
Genesis, 0.611 0.677 0.233 -6.745
Bonobasher Shadhon, 0.765 0.818 0.394 -3.753
アンコール, 0.682 0.669 0.831 -4.741
Why, 0.464 0.636 0.264 -7.896
Some Way, 0.745 0.715 0.34 -6.103
Ghostface Killers (feat. Travis Scott), 0.782 0.435 0.242 -7.033
Love Runs Out (feat. G-Eazy & Sasha Alex Sloan), 0.647 0.642 0.48 -7.306
Mutombo, 0.603 0.581 0.163 -10.667
Í Gær, 0.382 0.423 0.0313 -8.281
There's No Place Like Home, 0.439 0.92 0.158 -4.788
No Guidance (feat. Drake), 0.696 0.454 0.136 -6.756
夏音, 0.47 0.572 0.656 -4.93
Bedona - Lofi Remix, 0.607 0.341 0.0498 -11.416
Best You Had, 0.807 0.537 0.515 -7.678
Signal, 0.433 0.91 0.303 -2.547
Real Friends, 0.726 0.304 0.813 -8.677
Light Rain, 0.48 0.273 0.207 -14.548
Look Like That, 0.813 0.729 0.625 -7.671
Drips, 0.8 0.682 0.662 -4.849
Likhi Na Ar Toke Niye Kobita - Remix, 0.745 0.272 0.408 -12.198
No Promise, 0.422 0.516 0.0949 -8.482
Obosh, 0.432 0.528 0.346 -6.33
Stop Calling The Police On Me, 0.681 0.58 0.368 -9.496
Violence - Original Mix, 0.533 0.9 0.0774 -4.974
All Out of Love, 0.513 0.262 0.357 -16.875
Cut Me, 0.509 0.304 0.355 -11.139
My demise, 0.213 0.344 0.0842 -9.54
BATTER UP, 0.903 0.685 0.873 -4.772
It's My Life, 0.551 0.914 0.543 -4.063
Powerlines, 0.554 0.885 0.367 -6.212
Knives Out, 0.432 0.675 0.184 -6.702
Let It Happen, 0.602 0.881 0.577 -5.875
Rhyme Or Reason, 0.845 0.831 0.643 -3.808
"Fire,  Walk with Me" 0.383 0.178 3
in the dark, 0.535 0.768 0.514 -4.554
Streets of 2043, 0.674 0.659 0.158 -10.152
Sunset, 0.425 0.473 0.153 -7.051
THATS WHAT I WANT, 0.737 0.846 0.546 -4.51
Termination Redux - alternate version, 0.313 0.941 0.347 -3.665
goosebumps, 0.841 0.728 0.43 -3.37
Sunshine Recorder, 0.551 0.772 0.222 -8.278
Little Dark Age, 0.705 0.712 0.62 -6.156
Addiction, 0.658 0.294 0.358 -8.533
The World Beyond, 0.218 0.974 0.0652 -2.806
Glasspops, 0.59 0.291 0.611 -17.28
Asshole, 0.537 0.903 0.497 -2.29
Division 3, 0.207 0.00735 0.0393 -28.507
Cash Machine, 0.425 0.625 0.518 -6.863
Ivy, 0.486 0.616 0.601 -6.9
The Sighting Is a Portent of Doom, 0.287 0.889 0.0715 -8.684
1 Thot 2 Thot Red Thot Blue Thot, 0.79 0.768 0.691 -5.637
Calling My Phone, 0.907 0.393 0.202 -7.636
Yellow Hearts, 0.866 0.438 0.695 -8.943
I Want It All, 0.499 0.81 0.288 -5.579
I Don't Mind (feat. Ben Chandler), 0.686 0.541 0.724 -4.993
Enemy (with JID) - from the series Arcane League of Legends, 0.728 0.783 0.555 -4.424
Tumi, 0.555 0.675 0.249 -7.748
水槽のフール, 0.564 0.85 0.611 -3.476
Rainbow Connection, 0.565 0.303 0.269 -17.262
Only in My Dreams, 0.518 0.496 0.281 -11.607
MAGO, 0.621 0.821 0.646 -3.662
Baba, 0.623 0.546 0.284 -6.77
Alshemi, 0.361 0.801 0.127 -7.28
Srotoshinni, 0.481 0.653 0.257 -6.391
Keno Cole Gele Dure, 0.519 0.462 0.48 -10.279
Ekta Chhele, 0.636 0.439 0.188 -9.409
Bullseye, 0.84 0.792 0.637 -6.973
House of Memories, 0.506 0.817 0.506 -5.051
When I Was Your Man, 0.612 0.28 0.387 -8.648
I Can't Handle Change, 0.247 0.438 0.39 -8.478
Locket, 0.393 0.481 0.0763 -10.462
Rirongsha, 0.473 0.802 0.58 -7.777
Low, 0.0634 0.721 0.273 -7.032
Nocturne, 0.6 0.263 0.039 -17.09
Into Me, 0.354 0.405 0.0387 -8.111
All Hail Science, 0.46 0.995 0.217 -4.157
Alone, 0.69 0.211 0.0694 -15.667
Ravensphere, 0.42 0.984 0.0394 -4.16
Hope, 0.592 0.457 0.225 -6.081
Escape From LA, 0.372 0.525 0.171 -8.996
Willing Whore, 0.435 0.99 0.179 -4.782
WHAT TO DO? (feat. Don Toliver), 0.643 0.594 0.195 -5.191
Saint-Tropez, 0.617 0.684 0.295 -3.618
CITY OF ANGELS, 0.686 0.541 0.724 -4.993
I Don't Really Mind, 0.464 0.831 0.268 -6.006
Thunder, 0.601 0.834 0.249 -3.78
Light It Up, 0.81 0.625 0.598 -3.593
Cheryl, 0.801 0.698 0.502 -8.998
Eleven, 0.701 0.396 0.115 -10.182
Greek Tragedy, 0.734 0.541 0.501 -8.86
Out Of Love, 0.481 0.267 0.137 -9.249
Daylight, 0.508 0.43 0.324 -9.475
flesh and bone, 0.228 0.466 0.0604 -8.128
Bling-Bang-Bang-Born, 0.853 0.822 0.746 -6.836
Dimensions, 0.377 0.992 0.0792 -4.008
Infernal Aphorism, 0.273 0.824 0.119 -6.173
LOST IN PARADISE, 0.648 0.904 0.728 -4.565
Man On The Moon, 0.667 0.699 0.655 -7.574
Part III, 0.333 0.506 0.187 -8.78
GhorGari, 0.216 0.411 0.0536 -10.736
Stacy, 0.744 0.556 0.505 -6.97
My Beauty, 0.628 0.915 0.728 -2.333
Everybody's Fool, 0.437 0.835 0.296 -5.076
Mon Juraiya, 0.673 0.76 0.5 -3.381
Dhano Dhanyo Pushpo Bhara, 0.449 0.322 0.256 -10.209
ROXANNE, 0.621 0.601 0.457 -5.616
"Ring Ring (feat. Travis Scott,  Don Toliver  Quavo & Ty Dolla $ign)" 0.0 0.695
Tyrannical Decay, 0.455 0.968 0.228 -5.691
Axel F, 0.86 0.907 0.786 -3.321
The Less I Know The Better, 0.64 0.74 0.785 -4.083
Go Crazy, 0.755 0.578 0.581 -8.932
Total Black Metal War, 0.259 0.995 0.13 -4.502
Hot (feat. Gunna), 0.855 0.651 0.559 -8.044
Fluchtwald, 0.184 0.755 0.218 -6.353
Hip hop zajal, 0.659 0.611 0.493 -8.604
Se Je Boshe Ache, 0.677 0.543 0.289 -10.396
Glass in the park, 0.553 0.19 0.299 -14.961
Raised In Victory / Razed In Defeat, 0.304 0.955 0.325 -5.011
Static on the Radio, 0.499 0.475 0.476 -8.737
Life During Epidemic, 0.4 0.986 0.0823 -1.836
Fingerprints, 0.6 0.237 0.325 -11.212
Summoning Fists to Heaven, 0.257 0.963 0.184 -1.964
Mr. Foolish (feat. Seun Kuti), 0.78 0.923 0.952 -5.191
After Party, 0.629 0.692 0.453 -8.045
"Blue Monday (From ""Atomic Blonde"")", 0.609 0.705 0.109 -8.059
Told You So, 0.515 0.533 0.0898 -10.539
Back To You - From 13 Reasons Why – Season 2 Soundtrack, 0.6 0.725 0.506 -4.866
Deathcrush, 0.219 0.908 0.208 -8.505
Shey Ki Janey - Lo-fi Remix, 0.684 0.523 0.0935 -10.699
Looming, 0.456 0.658 0.0273 -11.817
Music Box, 0.635 0.712 0.458 -5.151
T.N.T., 0.754 0.759 0.435 -5.218
No Time To Die, 0.344 0.22 0.0522 -13.218
Five Nights at Freddy's, 0.491 0.771 0.242 -5.037
Bio-Vital, 0.445 0.877 0.59 -11.627
I Want Wind to Blow, 0.402 0.406 0.243 -15.119
Zenzenzense - movie ver., 0.321 0.906 0.641 -3.967
Oktober, 0.16 0.54 0.224 -7.321
FML, 0.822 0.575 0.616 -5.95
Continuum, 0.346 0.487 0.213 -17.455
Interdimensional Summit, 0.454 0.969 0.386 -4.897
Maha-Kali, 0.569 0.836 0.655 -4.912
White Tee (with NO1-NOAH), 0.791 0.366 0.335 -8.337
Sheishob Din Raatri, 0.56 0.748 0.584 -8.267
Tú, 0.701 0.778 0.882 -6.008
Gangnam Style (강남스타일), 0.727 0.937 0.749 -2.871
Hotel California - 2013 Remaster, 0.579 0.508 0.609 -9.484
60's Love, 0.511 0.526 0.215 -10.969
Ginseng Strip 2002, 0.601 0.712 0.389 -9.433
Don't Cry (Original), 0.455 0.589 0.254 -8.64
Fantasy, 0.699 0.668 0.314 -4.272
hot girl bummer, 0.778 0.559 0.678 -7.109
A Nice Beheading for Mom (Single Version), 0.438 0.988 0.0923 -4.106
Necrotic Manifesto, 0.287 0.993 0.0401 -4.099
Just Lose It, 0.951 0.623 0.957 -3.603
Broken Record, 0.596 0.575 0.34 -8.325
To Li, 0.817 0.608 0.75 -9.595
Psycho, 0.664 0.666 0.405 -2.203
Miththa, 0.513 0.46 0.387 -9.693
Silence, 0.52 0.761 0.286 -3.093
Livin' On A Prayer, 0.532 0.887 0.794 -3.757
Faded, 0.426 0.994 0.0363 -11.633
Everyday, 0.667 0.741 0.422 -4.099
Prayer, 0.214 0.978 0.0619 -4.692
So Far..., 0.85 0.934 0.672 -3.506
High Hopes, 0.519 0.413 0.267 -12.535
XXI Century Imperial Crusade, 0.264 0.97 0.161 -4.335
Bad Guy, 0.62 0.796 0.332 -3.627
Erode, 0.729 0.5 0.218 -6.087
Hero's Come Back!!（第1話〜第30話）, 0.686 0.906 0.633 -3.216
Don't Wanna Fall In Love, 0.668 0.392 0.323 -12.178
SAKURA, 0.452 0.482 0.433 -5.998
Exit Music (For A Film), 0.293 0.276 0.195 -11.357
On My Mind, 0.809 0.71 0.459 -6.429
Dheem Tana, 0.832 0.789 0.68 -6.972
Apollo 11 (feat. Jay Park), 0.635 0.728 0.531 -2.84
Casper, 0.921 0.607 0.753 -7.397
Cleanin' Out My Closet, 0.908 0.762 0.869 -4.773
Still Waters (Run Deep), 0.784 0.476 0.624 -8.283
Cold, 0.711 0.412 0.186 -6.827
6th September, 0.415 0.227 0.319 -16.347
Plants, 0.494 0.406 0.219 -10.725
On It Maestro, 0.422 0.599 0.255 -8.972
1000 Rounds, 0.825 0.757 0.16 -5.391
Faith, 0.37 0.603 0.125 -7.268
Stan, 0.658 0.84 0.6 -5.534
the grudge, 0.511 0.313 0.331 -9.32
Disappear, 0.302 0.97 0.357 -3.51
Paangkha, 0.832 0.889 0.608 -4.819
Somebody, 0.737 0.546 0.818 -8.931
Amidst the Ruins, 0.301 0.991 0.053 -2.637
Infinite Terror, 0.431 0.971 0.156 -4.074
fountain, 0.416 0.742 0.0626 -6.642
Kim, 0.587 0.923 0.0778 -3.05
Tomake, 0.527 0.489 0.122 -5.557
The X-Files, 0.413 0.407 0.0453 -11.664
Elephant, 0.598 0.553 0.533 -6.742
Dreamcatcher, 0.453 0.671 0.0437 -6.284
Tonight (demo), 0.333 0.939 0.195 -4.879
Kosto Pete Bhalobasi, 0.687 0.822 0.819 -8.329
Flightless Bird, 0.26 0.559 0.123 -10.128
Everything I Do Is For You, 0.367 0.737 0.279 -4.806
No Surprises, 0.255 0.393 0.118 -10.654
25 To Life, 0.619 0.926 0.372 -0.975
Blinding Lights, 0.513 0.73 0.334 -5.94
Ong Bong Chhong, 0.81 0.691 0.489 -6.807
"Red Lights (Bang Chan,  Hyunjin)" 0.707 0.612 11
Favourite Ex, 0.396 0.177 0.221 -10.277
GANG GANG, 0.859 0.6 0.568 -4.63
Darkest Night, 0.084 0.997 0.0363 -8.678
amnesia, 0.475 0.95 0.286 -4.923
Future, 0.717 0.868 0.552 -3.073
Andromeda, 0.893 0.907 0.302 -10.406
Mittha, 0.289 0.355 0.378 -13.482
Burial Society, 0.121 0.578 0.106 -11.675
In Your Eyes, 0.667 0.719 0.718 -5.371
Dreams - Recorded at Spotify Studios NYC, 0.525 0.551 0.575 -9.131
Send Me An Angel, 0.153 0.417 0.166 -11.587
Same Song & Dance, 0.808 0.721 0.213 -4.685
Guilty Conscience, 0.706 0.771 0.47 -5.607
Gangsta's Paradise, 0.647 0.514 0.386 -10.05
Purbo, 0.606 0.847 0.507 -6.714
Smoldering Woodland, 0.145 0.000221 0.281 -3.818
Stuck on the puzzle, 0.58 0.682 0.774 -8.523
Alien Boy, 0.802 0.599 0.484 -5.169
Epiphany, 0.509 0.558 0.327 -6.369
Letzte Sonne, 0.177 0.845 0.114 -9.598
Unfinished Business, 0.611 0.582 0.274 -6.181
Talia, 0.401 0.507 0.236 -7.001
Cariño, 0.865 0.457 0.733 -7.542
Good For You, 0.579 0.592 0.0764 -11.624
Obinoy, 0.579 0.688 0.52 -8.336
Tomake Chai, 0.493 0.607 0.382 -7.283
t, 0.52 0.829 0.184 -9.208
Shelter Song, 0.491 0.899 0.537 -3.315
Recently Played, 0.57 0.334 0.124 -11.046
ハッピーエンド, 0.378 0.654 0.334 -3.327
Tomar Shokal, 0.439 0.888 0.291 -6.78
Bishonno Shundor, 0.623 0.424 0.196 -7.501
Radix Malorum, 0.316 0.858 0.306 -4.034
NIGHT DANCER, 0.924 0.563 0.872 -7.899
"Slide (Remix) (feat. Pop Smoke,  A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)" 0.816 0.14 1
Overdrive, 0.42 0.952 0.626 -6.839
sugar honey ice & tea, 0.431 0.914 0.534 -4.243
Controlopolis (Rats In The Mask), 0.464 0.97 0.468 -6.795
Evighet, 0.205 0.541 0.113 -8.564
Sign, 0.368 0.906 0.692 -2.892
Moho, 0.548 0.719 0.368 -5.4
Obhiman, 0.485 0.589 0.528 -11.494
Cinderella, 0.876 0.412 0.15 -7.74
Watermelon Sugar, 0.652 0.275 0.192 -13.545
ドライフラワー, 0.463 0.624 0.521 -5.118
"Me to You,  You to Me" 0.516 0.546 7
Depression, 0.632 0.524 0.118 -7.575
ベテルギウス, 0.367 0.671 0.691 -4.604
Nerves, 0.627 0.662 0.321 -4.773
Untitled, 0.855 0.837 0.776 -2.861
One Night (feat. Dappy & Haze Da Martian), 0.819 0.662 0.657 -8.413
Rupkotha, 0.478 0.589 0.326 -8.028
Better Days, 0.703 0.461 0.39 -10.581
Snato, 0.533 0.282 0.186 -11.398
"Oxygene,  Pt. 1" 0.0822 0.25 7
Cloud 9, 0.653 0.524 0.553 -9.016
Osamajik (Sararaat Bahire Dekhi), 0.462 0.955 0.422 -2.972
Beautiful, 0.727 0.696 0.467 -4.472
Cry, 0.408 0.398 0.165 -10.448
Danger (with Migos & Marshmello), 0.814 0.743 0.367 -2.968
When You Die, 0.645 0.938 0.495 -4.557
Eventually, 0.424 0.615 0.155 -6.217
Franckensteina Strataemontanus, 0.57 0.916 0.359 -6.899
